"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"467490","2020-01-10 00:00:00","84.000","0.000","0.200","17.500","0.870","1006.300","0.000","2.000","290.000","2331.000","0.900","310.000","2337.000","0.000","25.700","1341.000","14.900","13.000","7.500","-99.000"
"467571","2020-01-10 00:00:00","26.900","120.000","0.700","16.700","0.830","1013.600","0.000","2.700","80.000","2334.000","1.400","10.000","2301.000","0.000","24.000","1254.000","15.700","211.000","7.200","-99.000"
"466990","2020-01-10 00:00:00","16.100","250.000","1.400","18.700","0.820","1016.500","1.500","3.200","270.000","2309.000","2.100","260.000","2315.000","0.000","21.600","1341.000","17.100","634.000","0.400","-99.000"
"469020","2020-01-10 00:00:00","4.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"A2K570","2020-01-10 00:00:00","90.000","130.000","0.900","14.300","0.990","-99.000","0.000","1.500","140.000","2347.000","1.100","140.000","2352.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466940","2020-01-10 00:00:00","26.700","0.000","0.000","18.100","0.730","1014.500","0.000","2.000","160.000","2338.000","1.200","140.000","2339.000","0.000","20.400","1351.000","16.900","4.000","3.200","-99.000"
"467410","2020-01-10 00:00:00","13.800","330.000","2.000","18.600","0.830","1013.900","0.000","3.800","350.000","2348.000","2.700","330.000","2350.000","0.000","24.300","1412.000","15.700","529.000","5.600","-99.000"
"467650","2020-01-10 00:00:00","1014.800","340.000","2.200","13.400","0.750","-99.000","0.000","2.900","340.000","2344.000","2.600","340.000","2351.000","0.000","22.500","1308.000","11.500","310.000","9.400","-99.000"
"467610","2020-01-10 00:00:00","33.300","330.000","2.200","18.500","0.900","1014.100","1.500","3.400","340.000","2335.000","2.500","340.000","2337.000","0.000","23.100","1043.000","17.200","432.000","1.500","-99.000"
"467300","2020-01-10 00:00:00","44.500","20.000","8.300","20.000","0.870","1011.800","0.000","10.900","10.000","2351.000","8.400","20.000","2358.000","-99.000","21.600","1345.000","19.000","247.000","6.700","-99.000"
"A0C540","2020-01-10 00:00:00","1374.000","110.000","1.500","10.900","0.660","-99.000","0.000","1.800","120.000","2351.000","1.500","110.000","2357.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"468100","2020-01-10 00:00:00","4.000","60.000","5.400","22.700","0.890","1015.400","0.000","10.300","40.000","2342.000","6.300","70.000","2337.000","-99.000","25.300","1142.000","22.200","2143.000","-99.000","-99.000"
"467440","2020-01-10 00:00:00","2.300","40.000","0.300","20.800","0.770","1016.200","0.000","1.500","350.000","2346.000","0.700","10.000","2354.000","0.000","25.300","1234.000","18.700","635.000","5.600","-99.000"
"A0T780","2020-01-10 00:00:00","83.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467770","2020-01-10 00:00:00","7.200","10.000","2.300","16.700","0.850","1013.600","0.000","4.900","20.000","2341.000","3.300","360.000","2308.000","-99.000","21.800","1311.000","14.400","430.000","7.400","-99.000"
"467530","2020-01-10 00:00:00","2413.400","280.000","1.500","4.300","0.600","-99.000","0.000","3.000","150.000","2303.000","2.200","160.000","2311.000","-99.000","11.600","1250.000","3.700","2323.000","6.200","-99.000"
"A0G720","2020-01-10 00:00:00","37.000","0.000","0.200","16.300","0.930","-99.000","0.000","2.000","300.000","-99.000","1.000","320.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467050","2020-01-10 00:00:00","20.600","60.000","2.200","16.700","0.830","-99.000","0.000","5.200","50.000","2308.000","3.200","60.000","2326.000","0.000","21.800","1144.000","15.600","10.000","8.000","-99.000"
"A0W030","2020-01-10 00:00:00","6.000","50.000","1.900","14.700","0.800","-99.000","0.000","6.500","30.000","2314.000","2.300","50.000","2334.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467110","2020-01-10 00:00:00","48.000","60.000","2.400","13.600","0.820","1015.900","0.000","6.000","50.000","2346.000","3.100","70.000","2301.000","0.000","20.600","1424.000","11.700","700.000","4.700","-99.000"
"A0W080","2020-01-10 00:00:00","3.000","30.000","6.200","18.100","0.830","-99.000","0.000","12.400","60.000","2328.000","7.900","30.000","2330.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466920","2020-01-10 00:00:00","6.255","100.000","3.900","18.400","0.830","1013.800","0.000","8.400","70.000","2316.000","4.300","70.000","2304.000","0.000","23.900","1415.000","16.600","100.000","8.000","-99.000"
"467660","2020-01-10 00:00:00","9.000","340.000","0.700","19.400","0.830","1017.300","-99.000","4.200","10.000","2329.000","1.700","20.000","2331.000","0.000","23.400","1347.000","17.800","602.000","2.500","-99.000"
"A0K420","2020-01-10 00:00:00","22.000","20.000","5.800","19.200","0.880","-99.000","0.000","10.400","20.000","2338.000","7.000","20.000","2302.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467550","2020-01-10 00:00:00","3844.800","260.000","6.700","2.700","0.220","-99.000","0.000","11.900","250.000","2400.000","6.700","260.000","2400.000","-99.000","14.300","1149.000","1.100","1910.000","10.700","-99.000"
"CAAH60","2020-01-10 00:00:00","18.000","120.000","0.600","17.900","0.800","-99.000","0.000","2.900","90.000","2355.000","0.700","120.000","2355.000","-99.000","22.700","1408.000","15.900","257.000","-99.000","-99.000"
"467590","2020-01-10 00:00:00","22.300","60.000","3.400","21.000","0.850","1014.000","0.000","8.000","100.000","2348.000","3.600","80.000","2328.000","0.000","24.400","1036.000","20.400","649.000","5.000","-99.000"
"466930","2020-01-10 00:00:00","607.100","50.000","2.500","14.200","0.870","948.000","0.000","7.200","100.000","2356.000","2.700","50.000","2323.000","-99.000","19.300","1326.000","10.700","4.000","7.500","-99.000"
"D2F230","2020-01-10 00:00:00","1734.000","0.000","0.100","5.900","0.940","-99.000","0.000","1.300","30.000","2331.000","0.700","40.000","2331.000","-99.000","18.800","1305.000","-0.400","657.000","-99.000","-99.000"
"467060","2020-01-10 00:00:00","24.900","260.000","2.400","16.600","0.940","1015.400","0.000","4.800","250.000","2309.000","3.400","250.000","2313.000","-99.000","20.000","1251.000","16.000","11.000","0.100","-99.000"
"467480","2020-01-10 00:00:00","26.900","0.000","0.100","16.200","0.870","1013.000","0.000","1.500","340.000","2323.000","0.200","0.000","2301.000","0.000","25.900","1354.000","14.100","314.000","8.600","-99.000"
"467540","2020-01-10 00:00:00","8.100","10.000","2.900","21.100","0.690","1016.700","0.000","7.200","40.000","2337.000","3.300","30.000","2331.000","-99.000","23.900","1019.000","17.800","623.000","3.000","-99.000"
"467080","2020-01-10 00:00:00","7.400","0.000","0.100","16.800","0.880","1017.600","0.000","1.600","310.000","2306.000","1.200","320.000","2312.000","0.000","21.400","1319.000","15.800","1.000","0.400","-99.000"
"A0A9M0","2020-01-10 00:00:00","24.058","0.000","0.000","13.300","0.970","1014.900","0.000","1.000","220.000","2305.000","0.400","230.000","2307.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466910","2020-01-10 00:00:00","832.600","100.000","4.000","12.600","0.920","-99.000","0.000","9.300","60.000","2320.000","4.000","100.000","2325.000","0.000","17.800","1411.000","8.900","7.000","6.300","-99.000"
"467420","2020-01-10 00:00:00","8.100","340.000","1.800","17.700","0.810","1015.100","0.000","3.100","340.000","2359.000","1.900","340.000","2333.000","-99.000","24.600","1339.000","14.800","655.000","5.300","-99.000"
"466900","2020-01-10 00:00:00","19.000","130.000","0.900","17.000","0.840","1014.900","0.000","2.900","160.000","2357.000","0.900","70.000","2318.000","-99.000","23.300","1229.000","15.000","124.000","8.300","-99.000"
"A0Z080","2020-01-10 00:00:00","3171.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467990","2020-01-10 00:00:00","97.842","20.000","3.600","12.600","0.870","1009.700","0.000","10.200","350.000","2302.000","3.800","10.000","2322.000","0.000","13.400","1327.000","11.100","651.000","0.000","-99.000"
"A0W100","2020-01-10 00:00:00","2.000","40.000","5.500","15.500","0.810","-99.000","0.000","7.600","40.000","2321.000","5.700","40.000","2349.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466950","2020-01-10 00:00:00","99.000","70.000","5.800","18.300","0.760","1006.800","0.000","9.900","90.000","2323.000","6.300","80.000","2317.000","-99.000","19.800","1433.000","15.400","1.000","4.800","-99.000"
"466880","2020-01-10 00:00:00","11.000","60.000","2.300","18.400","0.830","1016.200","0.000","7.100","80.000","2359.000","3.600","50.000","2305.000","-99.000","23.300","1341.000","16.400","18.000","5.800","-99.000"
"467350","2020-01-10 00:00:00","10.700","20.000","3.700","18.200","0.900","1015.500","0.000","8.400","10.000","2337.000","4.700","20.000","2304.000","0.000","21.300","1145.000","17.300","41.000","7.000","-99.000"
"467620","2020-01-10 00:00:00","324.000","50.000","7.300","18.300","0.990","980.500","2.500","12.100","60.000","2352.000","7.300","50.000","2358.000","0.000","22.100","1237.000","18.300","538.000","1.200","-99.000"
"467440","2020-01-10 00:10:00","2.300","90.000","1.000","20.700","0.770","1016.000","0.000","1.500","350.000","2346.000","0.700","10.000","2354.000","0.000","20.800","1.000","20.700","4.000","0.000","-99.000"
"466910","2020-01-10 00:10:00","832.600","90.000","4.600","12.600","0.930","-99.000","0.000","9.300","60.000","2320.000","4.000","100.000","2325.000","0.000","12.600","1.000","12.600","1.000","0.000","-99.000"
"A0A9M0","2020-01-10 00:10:00","24.058","0.000","0.100","13.200","0.970","1014.900","0.000","1.000","220.000","2305.000","0.400","230.000","2307.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467080","2020-01-10 00:10:00","7.400","0.000","0.200","17.100","0.860","1017.500","0.000","1.600","310.000","2306.000","1.200","320.000","2312.000","0.000","17.100","8.000","16.800","1.000","0.000","-99.000"
"467540","2020-01-10 00:10:00","8.100","10.000","2.900","21.000","0.700","1016.700","0.000","7.200","40.000","2337.000","3.300","30.000","2331.000","-99.000","21.100","1.000","21.000","10.000","0.000","-99.000"
"467480","2020-01-10 00:10:00","26.900","80.000","0.700","15.900","0.870","1013.000","0.000","1.500","340.000","2323.000","0.200","0.000","2301.000","0.000","16.100","1.000","15.900","3.000","0.000","-99.000"
"467060","2020-01-10 00:10:00","24.900","260.000","2.700","16.600","0.940","1015.300","0.000","4.800","250.000","2309.000","3.400","250.000","2313.000","-99.000","16.600","1.000","16.600","1.000","0.000","-99.000"
"D2F230","2020-01-10 00:10:00","1734.000","0.000","0.100","5.800","0.930","-99.000","0.000","1.300","30.000","2331.000","0.700","40.000","2331.000","-99.000","6.100","4.000","5.800","10.000","-99.000","-99.000"
"466930","2020-01-10 00:10:00","607.100","60.000","2.500","14.200","0.870","947.900","0.000","7.200","100.000","2356.000","2.700","50.000","2323.000","-99.000","14.300","2.000","14.100","5.000","0.000","-99.000"
"467590","2020-01-10 00:10:00","22.300","60.000","3.700","21.100","0.840","1013.900","0.000","8.000","100.000","2348.000","3.600","80.000","2328.000","0.000","21.100","8.000","21.000","1.000","0.000","-99.000"
"CAAH60","2020-01-10 00:10:00","18.000","80.000","0.500","17.800","0.810","-99.000","0.000","2.900","90.000","2355.000","0.700","120.000","2355.000","-99.000","17.800","1.000","17.700","7.000","-99.000","-99.000"
