"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"467420","2020-05-16 00:00:00","8.100","80.000","0.300","27.600","0.700","1006.600","0.000","2.600","120.000","2306.000","1.400","110.000","2301.000","-99.000","34.800","1241.000","25.800","523.000","11.200","-99.000"
"467300","2020-05-16 00:00:00","44.500","170.000","8.000","28.700","0.790","1003.300","0.000","11.800","200.000","2326.000","8.100","190.000","2326.000","-99.000","33.000","1204.000","25.100","452.000","12.000","-99.000"
"A0C540","2020-05-16 00:00:00","1374.000","0.000","0.100","18.200","0.930","-99.000","1.000","2.100","360.000","2334.000","1.800","120.000","2301.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"468100","2020-05-16 00:00:00","4.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467440","2020-05-16 00:00:00","2.300","150.000","5.600","29.600","0.730","1007.700","0.000","10.800","170.000","2335.000","5.900","150.000","2355.000","0.000","34.300","1252.000","26.700","415.000","11.900","-99.000"
"A0T780","2020-05-16 00:00:00","83.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467270","2020-05-16 00:00:00","42.200","360.000","0.800","26.800","0.910","1003.400","0.000","1.600","20.000","2323.000","1.100","10.000","2325.000","0.000","33.600","1018.000","24.700","457.000","8.900","-99.000"
"467770","2020-05-16 00:00:00","7.200","0.000","0.000","27.600","0.810","1005.700","0.000","1.500","270.000","2335.000","0.900","250.000","2322.000","-99.000","31.700","1314.000","26.100","407.000","11.600","-99.000"
"467530","2020-05-16 00:00:00","2413.400","150.000","2.500","14.900","0.730","-99.000","1.500","6.900","130.000","2341.000","3.900","140.000","2346.000","-99.000","20.800","1204.000","10.800","153.000","7.100","-99.000"
"A0G720","2020-05-16 00:00:00","37.000","130.000","0.700","27.200","0.850","-99.000","0.000","1.400","100.000","-99.000","0.800","150.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467050","2020-05-16 00:00:00","20.600","180.000","0.800","26.000","0.910","1006.800","0.000","1.900","150.000","2303.000","1.300","170.000","2301.000","0.000","30.200","1552.000","24.500","439.000","12.300","-99.000"
"A0W030","2020-05-16 00:00:00","6.000","260.000","1.100","26.000","0.970","-99.000","0.000","3.100","260.000","2314.000","1.100","260.000","2308.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467110","2020-05-16 00:00:00","48.000","270.000","2.400","26.400","0.840","1005.200","0.000","4.400","270.000","2345.000","3.200","240.000","2301.000","0.000","32.700","1514.000","23.300","312.000","9.500","-99.000"
"A0W080","2020-05-16 00:00:00","3.000","0.000","0.000","25.900","0.880","-99.000","0.000","0.800","50.000","2301.000","0.800","50.000","2301.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466950","2020-05-16 00:00:00","99.000","160.000","7.800","25.300","0.950","997.700","0.000","11.500","160.000","2359.000","7.800","160.000","2400.000","-99.000","29.900","1309.000","23.600","318.000","11.700","-99.000"
"467660","2020-05-16 00:00:00","9.000","240.000","1.200","28.000","0.860","1009.000","0.000","3.000","260.000","2302.000","1.600","260.000","2302.000","0.000","31.000","1416.000","24.800","403.000","7.800","-99.000"
"467480","2020-05-16 00:00:00","26.900","40.000","0.500","25.600","0.870","1004.700","0.000","2.000","60.000","2303.000","1.500","60.000","2301.000","0.000","35.400","1200.000","23.200","522.000","8.800","-99.000"
"467540","2020-05-16 00:00:00","8.100","300.000","1.600","26.800","0.830","1008.700","-99.000","3.000","300.000","2306.000","2.100","300.000","2310.000","-99.000","32.400","1426.000","25.200","152.000","8.100","-99.000"
"467080","2020-05-16 00:00:00","7.400","330.000","1.600","25.500","0.860","1007.900","-99.000","2.600","350.000","2349.000","1.800","340.000","2355.000","-99.000","33.600","1248.000","22.900","438.000","7.100","-99.000"
"A0A9M0","2020-05-16 00:00:00","24.058","140.000","0.800","24.700","0.890","1006.600","5.500","3.500","100.000","2328.000","1.800","120.000","2301.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466910","2020-05-16 00:00:00","832.600","320.000","0.900","20.900","0.900","-99.000","0.000","2.900","70.000","2324.000","1.300","150.000","2331.000","0.000","25.400","1356.000","19.000","529.000","4.400","-99.000"
"A0K420","2020-05-16 00:00:00","22.000","100.000","0.900","27.500","0.830","-99.000","0.000","1.800","110.000","2302.000","1.600","130.000","2301.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467060","2020-05-16 00:00:00","24.900","220.000","1.500","27.400","0.870","1005.200","0.000","4.100","200.000","2357.000","1.600","250.000","2330.000","-99.000","31.400","1213.000","23.000","450.000","8.800","-99.000"
"D2F230","2020-05-16 00:00:00","1734.000","40.000","0.500","13.800","0.940","-99.000","0.000","1.300","30.000","2306.000","0.800","40.000","2305.000","-99.000","26.800","1330.000","11.000","507.000","-99.000","-99.000"
"466930","2020-05-16 00:00:00","607.100","50.000","0.900","22.200","0.900","941.700","0.000","1.600","10.000","2334.000","0.900","50.000","2320.000","-99.000","29.000","1152.000","20.400","512.000","6.100","-99.000"
