"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"467420","2020-02-14 00:00:00","8.100","130.000","2.900","22.700","0.800","1013.100","0.000","5.100","130.000","2346.000","3.300","120.000","2343.000","-99.000","27.800","1129.000","19.800","531.000","2.200","-99.000"
"466910","2020-02-14 00:00:00","832.600","50.000","1.400","15.900","0.950","-99.000","4.000","9.100","360.000","2301.000","5.600","360.000","2306.000","0.000","22.400","1230.000","13.400","308.000","5.500","-99.000"
"A0Z080","2020-02-14 00:00:00","3171.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467990","2020-02-14 00:00:00","97.842","290.000","1.900","13.800","0.950","1005.700","4.000","5.500","290.000","2321.000","3.600","280.000","2314.000","0.000","16.200","155.000","13.100","1207.000","0.000","-99.000"
"A0W100","2020-02-14 00:00:00","2.000","50.000","0.800","16.900","0.950","-99.000","0.500","3.600","340.000","2309.000","2.300","360.000","2324.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467350","2020-02-14 00:00:00","10.700","150.000","0.800","21.800","0.990","1013.700","0.000","2.500","130.000","2333.000","1.400","160.000","2342.000","0.000","26.900","1154.000","20.200","1811.000","2.400","-99.000"
"467610","2020-02-14 00:00:00","33.300","320.000","1.500","20.400","0.880","1010.600","16.500","3.400","310.000","2311.000","2.500","310.000","2314.000","0.000","26.400","1207.000","20.200","2345.000","1.300","-99.000"
"A2K570","2020-02-14 00:00:00","90.000","300.000","0.900","20.400","0.880","-99.000","4.500","2.900","170.000","2311.000","1.700","170.000","2316.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466940","2020-02-14 00:00:00","26.700","350.000","0.600","18.900","0.920","1012.800","-99.000","4.500","20.000","2303.000","2.900","350.000","2304.000","0.000","23.100","1210.000","17.100","644.000","7.500","-99.000"
"467410","2020-02-14 00:00:00","13.800","110.000","1.900","23.400","0.730","1012.000","0.000","5.600","110.000","2310.000","2.900","110.000","2301.000","0.000","27.400","1304.000","21.100","631.000","2.900","-99.000"
"467650","2020-02-14 00:00:00","1014.800","70.000","1.700","17.000","0.730","-99.000","67.500","4.100","100.000","2347.000","2.700","70.000","2347.000","0.000","24.400","1149.000","14.300","337.000","3.900","-99.000"
"467620","2020-02-14 00:00:00","324.000","230.000","6.000","20.200","1.000","979.100","12.500","9.100","230.000","2316.000","7.000","240.000","2311.000","0.000","25.000","1226.000","19.800","2222.000","3.500","-99.000"
"467490","2020-02-14 00:00:00","84.000","210.000","0.700","22.800","0.650","1005.000","0.000","4.000","90.000","2309.000","1.600","260.000","2344.000","0.000","29.400","1319.000","17.800","636.000","5.700","-99.000"
"466880","2020-02-14 00:00:00","11.000","50.000","0.800","19.300","0.930","1014.900","1.500","3.700","360.000","2321.000","1.800","60.000","2334.000","-99.000","28.400","1253.000","16.800","646.000","4.100","-99.000"
"466950","2020-02-14 00:00:00","99.000","20.000","2.900","19.600","0.920","1003.900","-99.000","6.000","320.000","2310.000","4.400","340.000","2334.000","-99.000","24.400","1317.000","17.500","625.000","7.600","-99.000"
"466900","2020-02-14 00:00:00","19.000","0.000","0.200","18.200","1.000","1014.000","0.500","7.300","30.000","2307.000","3.500","20.000","2301.000","-99.000","27.600","1440.000","16.300","121.000","7.400","-99.000"
"466990","2020-02-14 00:00:00","16.100","350.000","2.400","22.300","0.790","1012.900","0.000","6.500","360.000","2322.000","4.000","10.000","2321.000","0.000","26.400","1316.000","19.100","543.000","4.900","-99.000"
"467300","2020-02-14 00:00:00","44.500","150.000","5.600","23.900","0.870","1010.200","0.000","9.600","130.000","2311.000","6.200","130.000","2301.000","-99.000","26.700","1143.000","21.400","1934.000","4.100","-99.000"
