"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"CAE070","2020-07-26 00:00:00","77.000","170.000","2.100","28.800","0.700","-99.000","4.000","4.800","170.000","2331.000","2.700","170.000","2332.000","-99.000","31.800","1139.000","27.500","2056.000","-99.000","-99.000"
"CAF010","2020-07-26 00:00:00","150.000","180.000","2.700","28.800","0.710","-99.000","0.000","5.000","180.000","2319.000","3.200","180.000","2301.000","-99.000","32.700","1237.000","28.500","453.000","-99.000","-99.000"
"CAD010","2020-07-26 00:00:00","36.000","110.000","0.900","27.000","0.710","-99.000","0.000","2.200","100.000","2351.000","1.500","80.000","2301.000","-99.000","34.400","1032.000","26.800","1.000","-99.000","-99.000"
"CAE010","2020-07-26 00:00:00","266.000","180.000","1.800","27.700","0.750","-99.000","1.000","6.000","210.000","0.000","2.100","180.000","2305.000","-99.000","31.800","1441.000","25.500","532.000","-99.000","-99.000"
"CAF060","2020-07-26 00:00:00","117.000","170.000","1.000","28.300","0.560","-99.000","0.000","5.000","200.000","2319.000","2.200","190.000","2320.000","-99.000","32.100","1706.000","27.800","630.000","-99.000","-99.000"
"CAE040","2020-07-26 00:00:00","97.000","260.000","1.000","28.100","0.720","-99.000","0.000","4.300","210.000","2337.000","2.100","210.000","2343.000","-99.000","32.700","1241.000","27.600","126.000","-99.000","-99.000"
"CAE060","2020-07-26 00:00:00","28.000","220.000","1.300","29.000","0.730","-99.000","0.000","3.700","260.000","2302.000","2.500","260.000","2306.000","-99.000","32.900","1021.000","27.700","106.000","-99.000","-99.000"
"CAAH60","2020-07-26 00:00:00","18.000","0.000","0.000","25.500","0.900","-99.000","7.500","0.900","210.000","2332.000","0.000","0.000","2301.000","-99.000","34.800","1009.000","25.500","2400.000","-99.000","-99.000"
"CAE080","2020-07-26 00:00:00","64.000","60.000","0.400","26.200","0.840","-99.000","2.500","1.300","60.000","2313.000","0.600","50.000","2353.000","-99.000","33.600","1228.000","26.000","34.000","-99.000","-99.000"
"A0W080","2020-07-26 00:00:00","3.000","0.000","0.000","27.500","0.990","-99.000","0.000","2.700","220.000","2308.000","1.800","190.000","2329.000","-99.000","31.800","1058.000","27.200","143.000","-99.000","-99.000"
"CAF050","2020-07-26 00:00:00","85.000","190.000","2.200","27.000","0.790","-99.000","0.000","5.000","170.000","2304.000","3.900","160.000","2307.000","-99.000","33.600","1424.000","27.000","0.000","-99.000","-99.000"
"CAL010","2020-07-26 00:00:00","46.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"CAF080","2020-07-26 00:00:00","208.000","170.000","4.900","27.000","0.630","-99.000","0.000","7.200","170.000","2357.000","5.000","170.000","2347.000","-99.000","31.500","1323.000","27.000","815.000","-99.000","-99.000"
"CAE090","2020-07-26 00:00:00","89.000","160.000","3.400","28.300","0.760","-99.000","0.000","6.900","160.000","2310.000","4.700","150.000","2328.000","-99.000","32.100","1111.000","27.800","527.000","-99.000","-99.000"
"CAE050","2020-07-26 00:00:00","339.000","60.000","0.800","24.800","0.750","-99.000","0.500","2.700","40.000","2329.000","0.900","70.000","2324.000","-99.000","32.000","1455.000","24.800","2351.000","-99.000","-99.000"
"A2K570","2020-07-26 00:00:00","90.000","150.000","1.000","26.700","0.990","-99.000","0.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","33.700","1238.000","26.200","248.000","-99.000","-99.000"
"CAE030","2020-07-26 00:00:00","76.000","30.000","0.800","26.500","0.650","-99.000","0.000","1.600","50.000","2359.000","0.800","40.000","2359.000","-99.000","34.100","1412.000","26.300","49.000","-99.000","-99.000"
"CAG060","2020-07-26 00:00:00","48.000","140.000","1.200","27.500","0.800","-99.000","0.000","4.000","150.000","2336.000","2.000","150.000","2306.000","-99.000","33.600","1512.000","27.300","2318.000","-99.000","-99.000"
"CAF070","2020-07-26 00:00:00","181.000","170.000","2.900","27.800","0.610","-99.000","0.000","6.300","170.000","2332.000","4.400","170.000","2345.000","-99.000","32.400","1710.000","27.300","814.000","-99.000","-99.000"
"CAG030","2020-07-26 00:00:00","33.000","140.000","2.000","29.300","0.790","-99.000","0.000","3.600","130.000","2337.000","2.700","140.000","2341.000","-99.000","34.100","1230.000","28.600","516.000","-99.000","-99.000"
"CAH020","2020-07-26 00:00:00","93.000","120.000","1.500","27.600","0.790","-99.000","0.000","4.200","130.000","2315.000","3.100","140.000","2301.000","-99.000","34.100","1306.000","27.500","2347.000","-99.000","-99.000"
"A0Z080","2020-07-26 00:00:00","3171.000","290.000","1.200","9.600","0.860","-99.000","8.500","3.000","30.000","2338.000","1.400","270.000","2308.000","-99.000","17.900","1256.000","8.300","429.000","-99.000","-99.000"
"A0W100","2020-07-26 00:00:00","2.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"CAH010","2020-07-26 00:00:00","109.000","180.000","2.200","26.700","0.650","-99.000","0.000","3.900","130.000","2316.000","3.000","130.000","2317.000","-99.000","34.600","1330.000","26.700","2357.000","-99.000","-99.000"
"A0A9M0","2020-07-26 00:00:00","24.058","0.000","0.200","25.200","0.880","1006.100","29.000","4.400","150.000","2303.000","1.500","150.000","2322.000","-99.000","34.000","1119.000","23.600","1512.000","-99.000","-99.000"
"CAG050","2020-07-26 00:00:00","60.000","140.000","3.400","27.800","0.810","-99.000","0.000","5.000","120.000","2333.000","3.600","120.000","2335.000","-99.000","33.500","1228.000","27.800","2357.000","-99.000","-99.000"
"CAF090","2020-07-26 00:00:00","130.000","150.000","0.600","28.200","0.750","-99.000","0.000","2.700","170.000","2310.000","2.000","150.000","2301.000","-99.000","33.500","1154.000","28.200","39.000","-99.000","-99.000"
"D2F230","2020-07-26 00:00:00","1734.000","40.000","0.300","14.200","0.970","-99.000","2.000","1.200","30.000","2337.000","0.500","340.000","2339.000","-99.000","26.000","1303.000","14.200","2359.000","-99.000","-99.000"
"CAF020","2020-07-26 00:00:00","209.000","110.000","0.900","27.000","0.780","-99.000","0.000","2.200","160.000","2322.000","1.500","150.000","2328.000","-99.000","32.600","1146.000","26.800","2236.000","-99.000","-99.000"
"CAF040","2020-07-26 00:00:00","54.000","140.000","2.600","28.200","0.740","-99.000","0.000","4.700","130.000","2339.000","2.700","140.000","2344.000","-99.000","34.700","1237.000","28.100","2316.000","-99.000","-99.000"
"A0K420","2020-07-26 00:00:00","22.000","200.000","3.300","29.500","0.870","-99.000","2.000","4.300","200.000","2351.000","3.300","200.000","2357.000","-99.000","32.200","1339.000","26.200","752.000","-99.000","-99.000"
"CAF030","2020-07-26 00:00:00","195.000","160.000","1.300","28.000","0.560","-99.000","0.000","4.500","160.000","2335.000","2.700","160.000","2340.000","-99.000","33.000","1454.000","28.000","2329.000","-99.000","-99.000"
"A0W030","2020-07-26 00:00:00","6.000","190.000","1.800","27.100","0.960","-99.000","0.000","3.900","190.000","2332.000","2.000","190.000","2337.000","-99.000","31.000","1313.000","26.700","2302.000","-99.000","-99.000"
"A0G720","2020-07-26 00:00:00","37.000","130.000","1.800","28.200","0.790","-99.000","0.000","3.500","130.000","-99.000","1.800","120.000","-99.000","-99.000","36.200","1220.000","27.800","505.000","-99.000","-99.000"
"CAG040","2020-07-26 00:00:00","35.000","130.000","3.700","27.700","0.800","-99.000","0.000","4.800","130.000","2348.000","3.700","130.000","2356.000","-99.000","33.100","1645.000","27.700","2358.000","-99.000","-99.000"
"A0T780","2020-07-26 00:00:00","83.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"CAG010","2020-07-26 00:00:00","28.000","190.000","1.800","29.200","0.780","-99.000","0.000","2.900","170.000","2304.000","1.800","190.000","0.000","-99.000","34.500","1226.000","29.000","335.000","-99.000","-99.000"
"A0C540","2020-07-26 00:00:00","1374.000","340.000","2.000","19.200","0.790","-99.000","7.000","3.200","20.000","2339.000","2.300","10.000","2343.000","-99.000","26.700","1141.000","17.500","1453.000","-99.000","-99.000"
"CAE020","2020-07-26 00:00:00","32.000","100.000","1.600","27.200","0.860","-99.000","0.000","2.600","100.000","2323.000","2.100","100.000","2326.000","-99.000","33.100","1026.000","27.100","2358.000","-99.000","-99.000"
"CAJ010","2020-07-26 00:00:00","130.000","100.000","2.700","26.600","0.860","-99.000","0.500","4.500","100.000","2358.000","3.700","100.000","2331.000","-99.000","33.200","1358.000","25.800","532.000","-99.000","-99.000"
"CAJ020","2020-07-26 00:00:00","50.000","170.000","1.600","29.000","0.620","-99.000","0.000","3.200","170.000","2315.000","2.100","170.000","2352.000","-99.000","33.600","1407.000","28.300","403.000","-99.000","-99.000"
"467420","2020-07-26 00:00:00","8.100","130.000","1.200","29.100","0.740","1007.000","2.000","3.400","150.000","2302.000","2.100","140.000","2309.000","-99.000","33.200","1418.000","26.700","701.000","3.200","-99.000"
"CAE070","2020-07-26 00:10:00","77.000","180.000","1.600","28.700","0.710","-99.000","0.000","4.800","170.000","2331.000","2.700","170.000","2332.000","-99.000","28.800","1.000","28.700","8.000","-99.000","-99.000"
"CAF010","2020-07-26 00:10:00","150.000","190.000","1.800","28.700","0.710","-99.000","0.000","5.000","180.000","2319.000","3.200","180.000","2301.000","-99.000","28.800","1.000","28.700","7.000","-99.000","-99.000"
"CAD010","2020-07-26 00:10:00","36.000","150.000","1.300","26.300","0.730","-99.000","0.000","2.200","100.000","2351.000","1.500","80.000","2301.000","-99.000","27.000","1.000","26.300","9.000","-99.000","-99.000"
"CAE010","2020-07-26 00:10:00","266.000","180.000","1.600","27.700","0.760","-99.000","0.000","6.000","210.000","0.000","2.100","180.000","2305.000","-99.000","27.700","1.000","27.600","9.000","-99.000","-99.000"
"CAF060","2020-07-26 00:10:00","117.000","190.000","2.100","28.300","0.580","-99.000","0.000","5.000","200.000","2319.000","2.200","190.000","2320.000","-99.000","28.300","1.000","28.300","4.000","-99.000","-99.000"
"CAE040","2020-07-26 00:10:00","97.000","250.000","0.800","28.100","0.710","-99.000","0.000","4.300","210.000","2337.000","2.100","210.000","2343.000","-99.000","28.200","5.000","28.100","1.000","-99.000","-99.000"
"CAE060","2020-07-26 00:10:00","28.000","180.000","1.300","28.600","0.740","-99.000","0.000","3.700","260.000","2302.000","2.500","260.000","2306.000","-99.000","29.000","1.000","28.600","10.000","-99.000","-99.000"
"CAAH60","2020-07-26 00:10:00","18.000","0.000","0.000","25.500","0.900","-99.000","0.000","0.900","210.000","2332.000","0.000","0.000","2301.000","-99.000","25.500","1.000","25.500","9.000","-99.000","-99.000"
"CAE080","2020-07-26 00:10:00","64.000","90.000","0.300","25.800","0.850","-99.000","0.000","1.300","60.000","2313.000","0.600","50.000","2353.000","-99.000","26.200","1.000","25.800","7.000","-99.000","-99.000"
"A0W080","2020-07-26 00:10:00","3.000","0.000","0.000","27.500","1.000","-99.000","0.000","2.700","220.000","2308.000","1.800","190.000","2329.000","-99.000","27.600","8.000","27.400","6.000","-99.000","-99.000"
"CAF050","2020-07-26 00:10:00","85.000","180.000","2.700","27.100","0.790","-99.000","0.000","5.000","170.000","2304.000","3.900","160.000","2307.000","-99.000","27.100","7.000","27.000","1.000","-99.000","-99.000"
"CAL010","2020-07-26 00:10:00","46.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"CAF080","2020-07-26 00:10:00","208.000","170.000","4.800","27.100","0.630","-99.000","0.000","7.200","170.000","2357.000","5.000","170.000","2347.000","-99.000","27.100","4.000","27.000","1.000","-99.000","-99.000"
"CAE090","2020-07-26 00:10:00","89.000","160.000","2.600","28.200","0.770","-99.000","0.000","6.900","160.000","2310.000","4.700","150.000","2328.000","-99.000","28.300","1.000","28.200","9.000","-99.000","-99.000"
