"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"469020","2020-05-11 00:00:00","4.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466910","2020-05-11 00:00:00","832.600","80.000","4.600","20.700","0.910","-99.000","2.500","8.100","80.000","2352.000","4.600","80.000","2400.000","0.000","28.300","1257.000","20.700","2353.000","2.400","-99.000"
"A0A9M0","2020-05-11 00:00:00","24.058","130.000","0.800","24.400","0.920","1008.300","22.500","2.900","90.000","2331.000","1.800","90.000","2336.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467080","2020-05-11 00:00:00","7.400","110.000","2.000","24.700","0.900","1010.500","-99.000","4.900","130.000","2329.000","3.200","140.000","2301.000","0.000","32.600","1016.000","24.600","2330.000","3.600","-99.000"
"467540","2020-05-11 00:00:00","8.100","290.000","2.600","26.700","0.770","1008.900","0.000","4.200","300.000","2358.000","2.600","290.000","2322.000","-99.000","33.300","1034.000","25.300","452.000","4.600","-99.000"
"467480","2020-05-11 00:00:00","26.900","250.000","3.500","26.500","0.860","1006.400","-99.000","5.700","270.000","2328.000","4.100","260.000","2336.000","0.000","35.300","1133.000","24.900","405.000","11.100","-99.000"
"467060","2020-05-11 00:00:00","24.900","70.000","2.200","24.600","0.980","1008.100","2.000","6.200","40.000","2306.000","3.900","50.000","2304.000","-99.000","30.600","1254.000","24.600","2300.000","4.600","-99.000"
"D2F230","2020-05-11 00:00:00","1734.000","10.000","0.300","15.200","0.990","-99.000","1.000","0.900","140.000","2328.000","0.300","50.000","2301.000","-99.000","26.300","1144.000","12.500","441.000","-99.000","-99.000"
"466930","2020-05-11 00:00:00","607.100","50.000","1.500","22.000","0.950","942.500","0.500","7.300","30.000","2341.000","2.800","30.000","2341.000","-99.000","28.900","1411.000","22.000","2338.000","3.500","-99.000"
"467590","2020-05-11 00:00:00","22.300","340.000","1.200","27.900","0.990","1007.600","0.000","3.000","360.000","2356.000","1.200","340.000","2400.000","0.000","32.600","1139.000","27.400","425.000","7.600","-99.000"
"CAAH60","2020-05-11 00:00:00","18.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467550","2020-05-11 00:00:00","3844.800","260.000","4.300","4.600","1.000","-99.000","10.000","8.100","250.000","2304.000","6.000","260.000","2312.000","0.000","18.200","1037.000","4.000","1.000","5.200","-99.000"
"A0K420","2020-05-11 00:00:00","22.000","300.000","3.400","28.000","0.880","-99.000","0.000","7.000","310.000","2349.000","4.100","320.000","2352.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
