"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"467620","2020-04-05 00:00:00","324.000","10.000","6.600","19.800","1.000","979.800","6.000","20.400","30.000","2306.000","8.900","10.000","2317.000","0.000","25.500","937.000","19.600","2336.000","2.900","-99.000"
"467650","2020-04-05 00:00:00","1014.800","0.000","0.200","16.500","0.820","-99.000","0.000","1.200","60.000","2301.000","1.000","90.000","2301.000","0.000","23.900","1116.000","16.000","2258.000","2.400","-99.000"
"467410","2020-04-05 00:00:00","13.800","10.000","6.100","18.300","-99.000","1014.900","0.000","11.800","360.000","2301.000","7.800","360.000","2306.000","0.000","27.600","1153.000","18.300","2358.000","6.600","-99.000"
"466940","2020-04-05 00:00:00","26.700","30.000","4.900","18.100","0.690","1017.900","3.000","8.000","40.000","2353.000","5.000","30.000","2356.000","0.000","18.100","2023.000","16.500","558.000","0.000","-99.000"
"A2K570","2020-04-05 00:00:00","90.000","360.000","1.800","17.200","0.950","-99.000","0.000","2.800","10.000","2315.000","1.800","360.000","2358.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467610","2020-04-05 00:00:00","33.300","10.000","4.700","19.000","0.860","1014.800","0.500","10.800","30.000","2313.000","5.700","20.000","2310.000","0.000","25.300","1028.000","19.000","2348.000","0.200","-99.000"
"467300","2020-04-05 00:00:00","44.500","30.000","13.300","20.400","0.760","1013.500","0.000","19.600","40.000","2310.000","14.800","30.000","2303.000","-99.000","23.300","1119.000","19.700","725.000","1.600","-99.000"
"A0C540","2020-04-05 00:00:00","1374.000","110.000","1.800","9.200","1.000","-99.000","0.500","4.500","140.000","2345.000","3.000","130.000","2349.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"468100","2020-04-05 00:00:00","4.000","50.000","6.200","23.600","0.770","1017.200","0.000","11.300","50.000","2334.000","6.700","50.000","2324.000","-99.000","27.700","1229.000","23.600","2233.000","-99.000","-99.000"
"467440","2020-04-05 00:00:00","2.300","20.000","2.000","21.400","0.710","1016.500","0.000","5.400","340.000","2335.000","3.900","350.000","2341.000","0.000","29.400","1507.000","21.400","2342.000","9.000","-99.000"
"A0T780","2020-04-05 00:00:00","83.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467770","2020-04-05 00:00:00","7.200","350.000","7.500","17.400","0.680","1015.700","0.000","16.000","360.000","2331.000","7.900","360.000","2340.000","-99.000","21.900","1035.000","17.200","2244.000","2.100","-99.000"
"467530","2020-04-05 00:00:00","2413.400","30.000","0.500","7.700","0.800","-99.000","0.000","4.500","150.000","2301.000","2.700","160.000","2303.000","-99.000","14.200","1119.000","7.200","503.000","2.400","-99.000"
"A0G720","2020-04-05 00:00:00","37.000","360.000","1.600","17.200","0.760","-99.000","0.000","4.400","360.000","-99.000","2.300","10.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
