"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"CAE070","2020-08-18 00:00:00","77.000","100.000","1.200","26.000","0.870","-99.000","0.000","1.700","120.000","2302.000","1.300","130.000","2351.000","-99.000","32.200","1009.000","24.500","459.000","-99.000","-99.000"
"CAF010","2020-08-18 00:00:00","150.000","360.000","0.600","27.600","0.820","-99.000","4.500","2.200","70.000","2301.000","1.100","10.000","2337.000","-99.000","32.700","1253.000","24.800","526.000","-99.000","-99.000"
"CAD010","2020-08-18 00:00:00","36.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"CAE010","2020-08-18 00:00:00","266.000","190.000","1.300","25.000","0.920","-99.000","0.000","2.600","190.000","0.000","1.300","190.000","0.000","-99.000","31.500","1051.000","23.100","404.000","-99.000","-99.000"
"CAF060","2020-08-18 00:00:00","117.000","120.000","0.900","27.700","0.670","-99.000","4.500","1.800","130.000","2301.000","1.500","120.000","2301.000","-99.000","31.300","944.000","25.000","523.000","-99.000","-99.000"
"CAE040","2020-08-18 00:00:00","97.000","240.000","0.600","26.200","0.860","-99.000","0.000","2.200","210.000","2358.000","1.000","210.000","2325.000","-99.000","32.600","1059.000","23.800","519.000","-99.000","-99.000"
"CAE060","2020-08-18 00:00:00","28.000","140.000","1.600","25.800","0.870","-99.000","4.000","3.200","140.000","2306.000","2.200","130.000","2313.000","-99.000","31.200","1011.000","24.300","448.000","-99.000","-99.000"
"CAAH60","2020-08-18 00:00:00","18.000","150.000","0.500","28.700","0.710","-99.000","0.000","4.500","90.000","2322.000","1.000","130.000","2328.000","-99.000","33.600","1316.000","27.200","556.000","-99.000","-99.000"
"CAE080","2020-08-18 00:00:00","64.000","130.000","0.300","24.500","0.940","-99.000","0.000","2.000","20.000","2323.000","0.900","10.000","2301.000","-99.000","33.000","1114.000","23.600","317.000","-99.000","-99.000"
"A0W080","2020-08-18 00:00:00","3.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"CAF050","2020-08-18 00:00:00","85.000","150.000","0.500","27.700","0.850","-99.000","0.000","1.300","220.000","2337.000","0.900","240.000","2303.000","-99.000","33.100","1508.000","24.800","428.000","-99.000","-99.000"
"CAL010","2020-08-18 00:00:00","46.000","40.000","0.900","27.300","0.870","-99.000","1.000","2.200","40.000","2335.000","1.700","40.000","2324.000","-99.000","33.000","1259.000","24.700","541.000","-99.000","-99.000"
"CAF080","2020-08-18 00:00:00","208.000","-99.000","-99.000","27.700","0.790","-99.000","10.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","31.700","1055.000","25.200","629.000","-99.000","-99.000"
"CAE090","2020-08-18 00:00:00","89.000","140.000","1.300","27.100","0.900","-99.000","0.000","2.100","120.000","2321.000","1.500","120.000","2321.000","-99.000","32.200","1024.000","25.300","228.000","-99.000","-99.000"
"CAE050","2020-08-18 00:00:00","339.000","60.000","1.100","25.000","0.980","-99.000","0.000","3.200","40.000","2321.000","1.300","60.000","2327.000","-99.000","31.500","1052.000","22.300","542.000","-99.000","-99.000"
"A2K570","2020-08-18 00:00:00","90.000","110.000","0.400","25.200","0.990","-99.000","0.000","1.700","60.000","2341.000","0.900","120.000","2321.000","-99.000","32.200","1227.000","22.700","404.000","-99.000","-99.000"
