"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"467650","2020-01-01 00:00:00","1014.800","350.000","1.700","15.400","0.920","-99.000","25.500","2.900","360.000","2345.000","1.800","360.000","2320.000","0.000","18.700","1319.000","14.400","12.000","0.000","-99.000"
"467410","2020-01-01 00:00:00","13.800","330.000","3.500","16.500","0.810","1021.900","0.500","6.100","320.000","2302.000","3.800","340.000","2356.000","0.000","22.200","1340.000","16.400","2337.000","0.400","-99.000"
"A0K420","2020-01-01 00:00:00","22.000","30.000","8.900","15.800","0.800","-99.000","1.500","17.000","30.000","2314.000","10.000","30.000","2354.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467550","2020-01-01 00:00:00","3844.800","250.000","4.800","-1.700","0.550","-99.000","12.000","12.900","270.000","2400.000","6.700","260.000","2304.000","0.000","10.100","1212.000","-1.900","2346.000","5.200","-99.000"
"CAAH60","2020-01-01 00:00:00","18.000","150.000","0.800","14.200","0.800","-99.000","0.000","5.700","160.000","2305.000","1.100","130.000","2324.000","-99.000","17.700","2.000","13.100","1954.000","-99.000","-99.000"
"467590","2020-01-01 00:00:00","22.300","60.000","8.000","20.100","0.730","1020.800","0.000","20.700","40.000","2338.000","10.200","50.000","2319.000","0.000","24.000","247.000","20.100","2345.000","5.100","-99.000"
"466930","2020-01-01 00:00:00","607.100","30.000","6.000","9.300","0.970","956.500","45.000","17.000","10.000","2327.000","6.900","20.000","2335.000","-99.000","13.900","1.000","8.800","1949.000","0.200","-99.000"
"D2F230","2020-01-01 00:00:00","1734.000","190.000","0.300","7.300","0.880","-99.000","8.000","1.600","230.000","2354.000","0.400","240.000","2324.000","-99.000","13.100","1252.000","6.600","2142.000","-99.000","-99.000"
"467060","2020-01-01 00:00:00","24.900","280.000","3.700","14.800","0.870","1025.900","38.500","7.200","300.000","2336.000","4.800","300.000","2324.000","-99.000","18.200","1.000","13.300","1936.000","0.000","-99.000"
"469020","2020-01-01 00:00:00","4.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466910","2020-01-01 00:00:00","832.600","190.000","1.700","8.000","1.000","-99.000","29.000","9.600","150.000","2343.000","2.500","210.000","2306.000","0.000","13.000","2.000","7.600","1856.000","0.000","-99.000"
"A0A9M0","2020-01-01 00:00:00","24.058","120.000","1.900","13.700","0.880","1026.300","7.000","4.000","110.000","2342.000","2.000","120.000","2301.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467080","2020-01-01 00:00:00","7.400","240.000","2.400","14.100","0.850","1028.600","3.500","6.400","240.000","2319.000","4.200","240.000","2323.000","0.000","18.600","54.000","13.900","2042.000","0.000","-99.000"
"467540","2020-01-01 00:00:00","8.100","30.000","4.700","20.100","0.650","1025.000","0.000","10.400","40.000","2351.000","5.300","30.000","2311.000","-99.000","23.400","130.000","19.800","2206.000","0.000","-99.000"
"467480","2020-01-01 00:00:00","26.900","10.000","2.000","16.000","0.770","1021.200","5.000","4.100","20.000","2338.000","2.400","10.000","2345.000","0.000","22.900","1316.000","16.000","2328.000","1.300","-99.000"
