"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"466910","2020-04-16 00:00:00","832.600","170.000","0.500","13.900","0.400","-99.000","2.500","2.200","210.000","2328.000","1.300","200.000","2332.000","0.000","17.000","1439.000","10.400","457.000","2.800","-99.000"
"467110","2020-04-16 00:00:00","48.000","170.000","1.500","18.300","0.810","1012.100","0.000","2.800","200.000","2358.000","1.800","150.000","2349.000","0.000","24.400","1346.000","17.000","601.000","10.600","-99.000"
"A0W030","2020-04-16 00:00:00","6.000","310.000","0.700","14.400","0.960","-99.000","0.000","1.400","300.000","2351.000","0.800","350.000","2354.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467050","2020-04-16 00:00:00","20.600","120.000","2.600","17.100","0.840","1013.200","-99.000","3.400","130.000","2304.000","2.600","120.000","2400.000","0.000","23.100","1358.000","17.100","2357.000","6.700","-99.000"
"A0G720","2020-04-16 00:00:00","37.000","100.000","0.800","19.300","0.810","-99.000","0.000","2.400","90.000","-99.000","0.900","90.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467530","2020-04-16 00:00:00","2413.400","0.000","0.200","4.800","0.350","-99.000","0.000","1.900","350.000","2312.000","0.700","120.000","2301.000","-99.000","12.200","1224.000","3.600","1922.000","7.400","-99.000"
"467770","2020-04-16 00:00:00","7.200","0.000","0.200","20.300","0.700","1012.000","0.000","1.500","70.000","2302.000","1.100","70.000","2301.000","-99.000","25.100","1316.000","19.500","403.000","8.300","-99.000"
"A0T780","2020-04-16 00:00:00","83.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466990","2020-04-16 00:00:00","16.100","270.000","1.400","19.600","0.810","1013.700","0.000","2.500","280.000","2346.000","1.700","220.000","2312.000","0.000","25.700","1149.000","17.300","537.000","1.700","-99.000"
"467440","2020-04-16 00:00:00","2.300","70.000","1.500","22.000","0.680","1014.700","0.000","5.200","20.000","2304.000","2.700","20.000","2345.000","0.000","27.500","1248.000","19.800","531.000","10.500","-99.000"
"468100","2020-04-16 00:00:00","4.000","50.000","2.500","22.700","0.830","1014.300","0.000","4.700","30.000","2301.000","3.200","40.000","2304.000","-99.000","28.300","1256.000","21.900","604.000","-99.000","10.000"
"A0C540","2020-04-16 00:00:00","1374.000","100.000","1.400","9.900","0.860","-99.000","0.000","2.000","100.000","2354.000","1.500","110.000","2358.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467300","2020-04-16 00:00:00","44.500","350.000","2.500","22.600","0.650","1010.400","0.000","3.500","350.000","2349.000","2.700","350.000","2357.000","-99.000","26.500","1142.000","21.200","9.000","7.700","-99.000"
"467610","2020-04-16 00:00:00","33.300","340.000","2.500","20.200","0.780","1011.000","0.000","3.900","330.000","2350.000","2.800","330.000","2355.000","0.000","24.300","1132.000","17.200","301.000","0.200","-99.000"
"A2K570","2020-04-16 00:00:00","90.000","140.000","0.500","15.600","0.990","-99.000","0.000","2.000","90.000","2310.000","1.100","90.000","2310.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466940","2020-04-16 00:00:00","26.700","250.000","1.700","16.200","0.830","1012.300","0.000","3.100","250.000","2400.000","1.800","180.000","2319.000","0.000","25.500","1347.000","16.200","2400.000","6.900","-99.000"
"467410","2020-04-16 00:00:00","13.800","10.000","2.400","21.200","0.760","1012.400","0.000","4.200","20.000","2316.000","2.600","10.000","2335.000","0.000","27.700","1308.000","19.900","325.000","9.300","-99.000"
"467650","2020-04-16 00:00:00","1014.800","100.000","1.100","13.500","0.790","-99.000","0.000","2.300","350.000","2301.000","1.900","340.000","2305.000","0.000","24.100","1324.000","12.900","2329.000","8.500","-99.000"
"467620","2020-04-16 00:00:00","324.000","80.000","7.800","20.800","0.910","978.000","0.000","11.900","80.000","2329.000","9.200","70.000","2332.000","0.000","24.800","1229.000","18.000","4.000","10.400","-99.000"
"467490","2020-04-16 00:00:00","84.000","110.000","0.900","18.700","0.720","1005.300","0.000","1.900","120.000","2356.000","0.900","110.000","2343.000","0.000","27.700","1212.000","18.700","2400.000","8.100","-99.000"
"467571","2020-04-16 00:00:00","26.900","70.000","1.500","18.000","0.820","1011.900","-99.000","3.500","80.000","2359.000","1.500","70.000","2354.000","0.000","24.900","1459.000","17.200","526.000","7.400","-99.000"
"469020","2020-04-16 00:00:00","4.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466900","2020-04-16 00:00:00","19.000","130.000","1.600","17.100","0.600","1014.100","1.000","3.500","140.000","2400.000","1.700","130.000","2352.000","-99.000","23.600","1411.000","16.500","2111.000","5.700","-99.000"
"A0Z080","2020-04-16 00:00:00","3171.000","270.000","5.800","3.500","0.120","-99.000","0.500","14.500","340.000","2334.000","7.500","270.000","2348.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467990","2020-04-16 00:00:00","97.842","300.000","1.600","18.600","0.600","1004.900","0.000","3.500","240.000","2312.000","2.600","240.000","2326.000","0.000","24.100","1315.000","14.200","545.000","11.600","-99.000"
"A0W100","2020-04-16 00:00:00","2.000","350.000","0.700","17.700","0.930","-99.000","0.000","1.900","40.000","2354.000","0.700","360.000","2355.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467350","2020-04-16 00:00:00","10.700","40.000","1.600","20.300","0.870","1014.100","0.000","2.700","50.000","2351.000","1.700","40.000","2358.000","0.000","26.800","1245.000","19.500","46.000","7.800","-99.000"
"466880","2020-04-16 00:00:00","11.000","0.000","0.000","16.300","0.890","1014.500","0.000","1.800","210.000","2312.000","0.900","210.000","2305.000","-99.000","25.600","1220.000","16.300","2359.000","4.400","-99.000"
"466950","2020-04-16 00:00:00","99.000","150.000","2.500","18.700","0.690","1004.100","0.000","3.900","170.000","2359.000","2.700","150.000","2308.000","-99.000","24.100","1036.000","14.600","2042.000","8.100","-99.000"
"467420","2020-04-16 00:00:00","8.100","360.000","0.600","20.300","0.730","1013.700","0.000","3.000","360.000","2330.000","1.700","10.000","2316.000","-99.000","28.500","1138.000","18.900","258.000","9.600","-99.000"
"A0W080","2020-04-16 00:00:00","3.000","0.000","0.000","20.300","0.760","-99.000","0.000","0.400","30.000","2315.000","0.300","20.000","2301.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"466920","2020-04-16 00:00:00","6.255","170.000","0.400","17.800","0.760","1012.300","0.000","1.900","130.000","2312.000","1.300","150.000","2318.000","0.000","26.900","1221.000","17.700","2352.000","2.800","-99.000"
"467660","2020-04-16 00:00:00","9.000","350.000","1.000","21.500","0.770","1014.200","0.000","3.700","360.000","2304.000","1.300","330.000","2301.000","0.000","27.200","1349.000","18.200","322.000","8.800","-99.000"
"A0K420","2020-04-16 00:00:00","22.000","100.000","1.800","19.600","0.830","-99.000","0.000","3.100","80.000","2317.000","2.800","80.000","2323.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"467550","2020-04-16 00:00:00","3844.800","260.000","4.100","-2.000","0.340","-99.000","0.000","10.300","270.000","2345.000","5.900","270.000","2333.000","0.000","3.500","1332.000","-6.300","719.000","10.400","-99.000"
"CAAH60","2020-04-16 00:00:00","18.000","0.000","0.000","14.800","0.870","-99.000","0.000","0.500","220.000","2352.000","0.000","0.000","2301.000","-99.000","25.600","1230.000","14.800","2400.000","-99.000","-99.000"
"467590","2020-04-16 00:00:00","22.300","360.000","2.100","20.600","0.880","1011.800","0.000","3.600","10.000","2328.000","2.300","360.000","2330.000","0.000","27.900","1306.000","17.200","551.000","11.100","-99.000"
"466930","2020-04-16 00:00:00","607.100","50.000","1.200","12.700","0.670","946.800","1.500","2.300","20.000","2304.000","1.500","40.000","2307.000","-99.000","20.100","1336.000","11.400","528.000","4.300","-99.000"
