"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","24R","H_FX","H_XD","H_FXT","H_F10","H_10D","H_F10T","H_UVI","D_TX","D_TXT","D_TN","D_TNT","D_TS","H_VIS"
"CAF010","2020-10-01 00:00:00","150.000","350.000","2.000","22.300","0.750","-99.000","0.000","7.000","350.000","2308.000","3.100","360.000","2321.000","-99.000","27.200","1017.000","22.000","2212.000","-99.000","-99.000"
"CAE070","2020-10-01 00:00:00","77.000","30.000","4.400","22.000","0.810","-99.000","0.500","8.400","10.000","2308.000","4.700","30.000","2309.000","-99.000","24.800","1014.000","20.300","1410.000","-99.000","-99.000"
"467420","2020-10-01 00:00:00","8.100","360.000","1.800","24.900","0.710","1007.100","0.000","3.700","10.000","2328.000","2.700","360.000","2334.000","-99.000","32.600","1331.000","24.400","605.000","8.600","-99.000"
"CAJ020","2020-10-01 00:00:00","50.000","40.000","0.800","23.100","0.750","-99.000","0.000","3.500","10.000","2318.000","2.600","10.000","2320.000","-99.000","30.100","1147.000","23.100","2354.000","-99.000","-99.000"
"CAJ010","2020-10-01 00:00:00","130.000","110.000","2.600","23.600","0.910","-99.000","0.000","3.600","110.000","2353.000","2.600","110.000","2358.000","-99.000","30.800","1151.000","23.100","245.000","-99.000","-99.000"
"CAE020","2020-10-01 00:00:00","32.000","50.000","4.900","23.600","0.780","-99.000","0.500","8.600","50.000","2308.000","5.800","40.000","2314.000","-99.000","24.300","1.000","20.500","1436.000","-99.000","-99.000"
"A0C540","2020-10-01 00:00:00","1374.000","110.000","4.500","14.000","0.820","-99.000","8.000","9.400","120.000","2337.000","5.400","110.000","2338.000","-99.000","17.200","100.000","13.200","1833.000","-99.000","-99.000"
"CAG010","2020-10-01 00:00:00","28.000","20.000","1.300","24.000","0.640","-99.000","0.000","4.500","20.000","2305.000","3.200","20.000","2302.000","-99.000","28.800","1000.000","23.300","607.000","-99.000","-99.000"
"A0T780","2020-10-01 00:00:00","83.500","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"CAG040","2020-10-01 00:00:00","35.000","30.000","3.900","23.100","0.750","-99.000","0.000","6.900","40.000","2315.000","5.300","20.000","2301.000","-99.000","27.000","1226.000","22.300","1615.000","-99.000","-99.000"
