"station_id","station_name","lon","lat","city","city_sn","town","town_sn"
"C0R420","牡丹池山","120.832528","22.169583","屏東縣","20","牡丹鄉","347"
"C0K480","莿桐","120.494247","23.762947","雲林縣","16","莿桐鄉","185"
"C0A570","桶後","121.589639","24.850056","新北市","06","烏來區","061"
"C0E830","苑裡","120.644883","24.441458","苗栗縣","11","苑裡鎮","102"
"C0H890","埔里","120.944278","23.973944","南投縣","13","埔里鎮","147"
"C0M640","中埔","120.514797","23.427144","嘉義縣","17","中埔鄉","224"
"C0S770","大溪山","120.935278","22.48","臺東縣","22","太麻里鄉","312"
"C0M660","溪口","120.395439","23.605872","嘉義縣","17","溪口鄉","205"
"C0X230","鹽水","120.239506","23.274339","臺南市","04","鹽水區","234"
"C0S910","蘭嶼燈塔","121.487072","22.084864","臺東縣","22","蘭嶼鄉","351"
"C0T900","西林","121.433194","23.813667","花蓮縣","21","萬榮鄉","166"
"C0B010","七堵","121.708897","25.096608","基隆市","03","七堵區","012"
"C0D580","寶山","121.016769","24.736722","新竹縣","10","寶山鄉","076"
"C0UA10","鴛鴦湖","121.404039","24.592053","宜蘭縣","07","大同鄉","081"
"C0R490","九如","120.4825","22.742278","屏東縣","20","九如鄉","302"
"C0X250","新營","120.308586","23.312447","臺南市","04","新營區","235"
"C0R640","東港","120.432703","22.464244","屏東縣","20","東港鎮","339"
"C0V440","鳳山","120.348056","22.648611","高雄市","05","鳳山區","321"
"C0S790","金崙","120.958889","22.54","臺東縣","22","太麻里鄉","312"
